33,51,3,37,57
28,26,58,47,49
11,9,5,33,64
54,26,17,21,47
7,4,14,59,46
15,48,23,27,53
40,35,34,47,23
27,13,41,59,1
44,46,37,39,69
26,62,39,13,44
7,36,31,15,34
38,25,62,63,24
69,12,65,59,30
40,17,36,25,13
36,6,19,13,51
69,43,54,44,61
12,24,6,41,68
60,66,22,59,57
29,4,61,3,18
33,56,53,10,45
53,8,52,6,26
24,55,52,61,8
42,64,54,8,24
38,2,20,17,39
67,18,16,55,27
61,17,19,26,62
12,17,10,9,23
50,69,54,62,40
18,17,39,64,56
28,50,22,45,20
40,5,31,50,14
29,36,14,61,57
50,69,16,38,11
42,56,22,55,45
17,22,21,19,51
56,9,17,3,6
20,54,61,56,64
45,31,21,1,49
46,23,26,17,68
23,37,64,44,25
53,28,41,23,56
36,10,25,6,15
13,38,45,20,55
65,9,58,57,45
14,56,27,4,23
29,56,45,16,43
63,28,62,7,37
9,3,20,42,61
7,41,15,4,44
45,43,1,10,64
21,19,47,27,46
49,22,41,67,42
28,36,10,1,27
9,56,58,23,68
64,44,18,2,41
27,65,56,46,22
5,38,22,58,32
38,58,3,11,44
21,63,30,43,10
56,43,5,68,62
28,15,12,47,48
34,67,52,61,24
45,1,47,69,7
25,20,57,63,54
53,25,41,67,57
54,66,55,61,11
59,60,6,50,15
20,32,3,33,13
28,48,63,6,64
19,18,24,34,2
50,4,51,48,39
61,24,69,64,63
7,1,30,50,2
9,17,34,59,64
63,66,53,59,41
22,53,27,67,1
27,60,42,23,8
14,65,11,43,32
3,64,69,68,57
62,16,54,57,69
56,53,45,21,3
13,12,8,27,19
40,39,47,7,25
24,65,21,32,15
50,28,34,42,26
53,29,5,57,34
49,62,42,7,69
8,6,68,20,52
14,23,38,7,55
56,33,58,51,11
4,68,59,69,19
10,58,47,11,55
36,38,9,11,37
61,14,34,32,46
9,64,29,21,4
8,38,55,52,43
43,31,29,37,15
40,59,28,21,30
52,38,25,67,5
51,53,42,62,12
56,46,42,12,8
15,27,69,7,3
19,59,37,6,49
57,58,7,36,48
14,61,29,31,56
5,65,8,66,41
50,25,48,23,47
12,8,21,32,20
16,2,12,29,54
10,43,17,18,65
13,28,5,63,38
7,39,2,3,1
2,24,8,69,14
48,30,41,64,29
50,52,49,51,27
32,4,20,6,14
49,31,59,42,21
27,68,25,19,1
21,35,10,6,46
45,5,59,55,6
69,36,45,47,18
67,30,34,39,53
10,53,50,63,14
66,52,60,24,25
44,62,20,37,16
54,52,21,64,68
25,16,32,49,19
33,43,60,59,15
39,12,21,23,67
17,26,32,4,49
15,46,66,17,1
3,63,27,65,30
35,65,32,36,6
45,29,62,41,2
66,28,23,56,5
30,6,23,16,61
66,64,45,53,1
40,9,8,6,37
33,68,61,17,7
2,10,66,67,25
7,44,57,10,20
43,39,2,66,1
61,3,42,32,34
34,45,6,52,15
38,17,28,34,23
13,9,48,42,60
42,57,35,38,5
8,11,49,16,14
26,38,21,4,18
66,14,3,6,11
54,22,16,1,5
59,13,24,62,17
50,45,43,40,61
4,8,46,23,65
7,68,9,26,44
32,35,13,23,68
19,47,68,60,43
5,64,36,26,69
29,53,56,35,22
61,19,1,48,31
14,37,67,47,55
45,68,3,6,66
47,8,59,32,53
41,59,58,44,35
51,69,30,10,13
24,30,18,21,60
22,32,21,12,29
47,20,12,21,5
32,9,41,56,37
41,50,14,56,57
52,30,8,4,59
41,56,20,11,42
53,24,57,6,17
31,11,27,36,67
14,19,47,51,39
1,68,36,22,9
44,43,37,45,53
51,55,34,15,23
43,53,8,10,4
6,51,36,54,14
5,43,65,18,33
12,34,53,65,29
67,1,25,5,63
65,27,59,14,29
61,50,12,5,69
3,54,20,59,48
56,67,52,19,22
23,37,32,58,3
64,46,28,62,15
14,38,60,35,17
23,28,66,27,26
26,55,63,14,22
40,15,39,57,7
38,28,66,35,61
26,55,37,53,15
42,35,15,63,68
8,44,61,51,27
66,53,18,42,62
24,42,29,44,63
6,32,3,12,64
39,26,68,18,14
50,35,67,19,31
4,16,2,30,46
59,23,39,20,60
49,53,57,59,62
54,1,25,21,11
7,43,56,4,2
23,59,31,3,21
39,55,53,41,68
24,68,20,38,56
33,59,44,67,11
