1,10,15,34,41
23,44,31,16,62
48,42,46,15,56
42,51,14,54,58
67,36,31,52,22
33,44,49,48,5
40,1,35,44,56
43,3,17,37,4
26,64,30,43,34
8,56,30,27,9
7,42,57,10,53
52,21,37,8,54
37,29,5,45,22
56,1,37,49,68
10,30,43,47,68
44,31,23,41,51
64,36,34,18,56
24,33,22,1,60
63,19,8,16,33
33,12,54,21,56
49,20,12,6,59
10,25,56,7,42
52,61,27,25,23
53,21,44,37,54
8,20,41,52,10
25,40,60,10,18
68,17,48,53,47
27,40,42,60,12
57,25,65,48,55
54,55,0,65,5
31,49,55,22,43
14,13,2,61,67
40,68,55,28,12
66,6,46,0,67
20,1,67,3,28
21,20,29,8,41
10,5,42,65,46
49,30,47,20,59
35,2,46,32,57
49,45,64,29,53
43,28,4,8,6
43,48,23,42,54
9,68,47,28,43
67,57,12,39,34
35,48,56,33,58
24,45,36,29,7
16,24,58,19,0
47,36,5,48,54
17,67,13,51,63
34,22,5,59,16
11,3,31,56,57
31,59,14,26,42
7,31,21,25,42
15,61,13,49,11
59,24,8,14,31
56,19,40,15,23
17,58,61,27,25
27,17,8,36,11
29,31,63,3,36
14,17,36,62,0
16,42,1,28,50
20,45,23,14,39
43,62,30,49,53
11,9,20,47,21
12,58,51,61,29
13,28,60,47,1
57,2,67,11,29
40,26,39,43,36
49,21,25,41,10
40,14,36,23,26
14,48,1,47,58
59,22,0,31,29
7,43,50,13,30
31,19,27,0,8
59,49,53,41,21
49,53,21,57,67
10,49,60,59,66
57,16,36,67,34
60,48,30,50,42
2,15,58,57,51
63,36,51,41,57
34,31,35,60,25
27,44,54,19,59
29,30,1,38,50
48,20,44,13,4
51,56,38,2,49
25,35,51,23,37
14,33,10,64,7
17,5,43,47,12
2,28,45,17,39
9,18,62,23,34
47,2,20,16,56
31,34,16,7,57
20,41,50,56,63
65,32,37,19,0
59,61,50,2,31
43,8,2,9,36
2,62,34,37,33
15,25,36,38,22
49,68,11,14,53
62,6,44,17,42
51,18,32,42,24
28,65,41,1,14
10,29,51,34,38
30,68,27,20,24
53,66,65,7,38
49,2,17,34,54
14,31,24,2,15
32,25,34,23,52
32,35,1,36,7
61,51,41,3,11
32,45,23,65,35
0,5,7,33,23
11,16,41,14,37
45,35,4,49,6
38,21,36,18,51
7,4,53,41,22
0,39,51,26,27
39,68,17,31,43
19,12,18,46,50
6,18,26,9,36
57,41,31,39,9
0,1,16,45,21
58,12,7,49,14
40,16,21,31,41
42,35,52,64,16
8,50,45,66,12
17,31,8,40,42
41,22,20,60,55
32,16,39,6,7
14,20,48,24,62
27,4,1,30,3
16,22,63,28,38
13,18,16,40,32
67,3,41,44,30
21,26,47,13,60
59,12,56,44,54
34,23,49,40,13
59,68,51,65,24
54,40,16,44,0
23,33,30,54,3
17,8,65,55,26
5,6,64,20,30
66,22,19,7,2
10,27,8,64,5
30,49,23,53,33
46,4,64,37,44
28,32,2,31,26
36,43,45,0,16
43,28,27,58,24
60,10,14,47,55
56,14,7,37,66
9,50,1,26,37
7,16,9,4,5
51,21,53,50,62
55,24,10,68,44
49,44,1,14,2
68,12,44,36,38
4,2,0,41,60
32,39,34,53,43
66,46,6,11,2
54,52,50,44,12
11,50,35,3,22
40,58,54,3,68
0,13,67,7,43
6,15,19,37,1
5,18,39,4,34
37,61,38,45,7
13,45,59,30,0
64,58,32,53,33
6,27,46,22,65
8,33,40,47,0
45,10,18,61,35
7,33,58,16,68
50,14,58,37,45
60,42,10,46,19
58,33,31,4,11
13,8,3,34,5
30,41,3,7,12
22,15,43,50,36
36,50,16,26,34
58,43,2,26,67
29,22,15,28,44
57,1,47,29,30
58,15,24,23,52
65,54,34,30,44
19,66,65,31,5
0,16,21,46,65
2,14,46,66,53
51,48,66,43,64
7,63,42,1,62
7,13,46,4,11
3,20,34,55,14
48,36,16,6,65
27,3,10,50,22
49,30,41,48,26
48,0,1,20,40
18,39,46,66,58
0,38,55,3,12
51,27,63,11,24
56,9,15,59,60
44,62,57,47,55
61,56,17,62,21
58,56,26,57,9
61,18,55,25,33
60,3,15,13,7
18,56,21,44,7
59,28,42,66,33
10,16,63,27,68
5,33,50,20,43
61,9,25,36,62
11,15,17,30,46
58,2,64,30,45
5,19,7,11,54
64,42,6,10,53
12,58,44,11,19
22,25,18,19,66
29,52,30,16,42
52,36,12,21,48
23,61,16,36,5
53,8,31,59,21
53,37,41,36,63
25,42,5,53,49
30,58,39,3,12
59,23,60,7,49
12,50,62,13,55
16,48,44,55,31
16,63,7,40,36
5,61,29,64,68
37,52,20,62,44
17,28,5,30,11
45,34,7,6,10
0,38,19,14,47
52,65,43,39,63
48,2,44,57,12
66,4,53,30,13
10,51,7,1,19
59,40,52,60,57
38,34,59,40,1
11,1,52,62,54
32,31,20,43,56
30,5,57,61,38
61,17,4,49,8
10,64,39,68,45
7,17,26,19,21
46,34,45,20,68
41,35,38,3,52
62,51,56,8,0
66,38,0,59,67
6,21,53,59,2
55,18,20,39,37
40,51,42,46,21
59,24,13,68,20
43,49,39,60,46
47,3,55,66,15
61,21,17,52,56
15,55,33,68,7
1,52,68,64,28
58,56,18,65,23
19,48,54,31,23
14,38,16,8,30
61,49,41,64,0
16,29,20,30,32
62,50,0,57,63
15,16,12,54,24
31,53,67,14,41
19,26,57,22,55
48,50,34,15,16
52,8,16,18,63
21,1,51,67,39
1,67,57,4,45
14,64,57,24,25
65,55,14,45,2
53,17,40,33,30
3,63,48,32,18
34,52,57,68,37
28,65,25,61,10
33,41,30,58,64
23,56,46,9,3
25,33,22,30,52
1,14,17,27,43
41,36,65,46,62
53,24,35,33,34
47,54,10,25,50
53,23,19,34,37
66,49,16,31,9
66,51,5,68,56
51,24,36,62,2
13,38,39,36,52
48,15,16,21,26
12,52,32,27,25
33,63,66,64,53
33,29,6,68,23
3,35,4,47,68
8,37,40,10,20
26,65,19,66,38
30,31,58,55,20
21,38,5,42,25
0,30,32,52,56
48,33,59,54,63
33,30,4,29,64
57,29,36,66,19
56,30,52,42,49
49,24,46,8,47
25,6,63,1,52
8,56,47,54,23
27,28,22,43,58
33,54,5,13,3
39,53,9,56,50
57,52,32,23,49
42,7,33,0,5
52,64,55,47,62
2,16,48,64,68
2,28,12,5,38
6,35,38,4,26
38,58,31,17,46
47,32,19,65,29
47,62,33,60,54
41,4,28,62,9
53,61,3,14,29
9,16,33,8,60
40,58,43,17,24
4,28,29,38,60
45,63,4,67,11
51,22,43,14,5
35,53,38,43,28
53,43,6,40,35
61,56,6,42,19
9,59,19,45,52
52,28,48,16,9
61,27,55,66,60
42,60,22,33,46
35,63,16,10,56
30,39,36,22,35
37,19,13,61,33
2,49,67,62,42
53,4,60,15,0
40,67,20,50,8
44,43,53,35,24
39,66,33,18,43
30,66,27,29,48
61,66,16,33,46
34,14,3,40,10
4,34,68,20,5
42,2,26,60,27
45,57,65,21,48
38,47,54,28,29
32,20,28,12,19
21,37,54,59,43
66,3,41,15,57
48,35,4,1,39
47,61,46,39,7
41,39,11,62,29
26,20,13,4,68
17,66,34,41,6
7,34,57,9,10
28,56,65,66,35
1,8,50,48,31
34,63,66,51,29
23,53,45,6,27
23,37,12,57,2
14,68,61,40,19
38,6,31,62,57
23,3,12,15,57
7,47,23,5,34
27,47,13,24,36
4,19,41,50,43
25,53,68,35,64
2,15,8,37,54
26,64,46,8,53
51,44,46,43,5
31,57,55,16,24
59,14,29,34,2
45,24,15,26,12
47,41,29,51,44
40,63,1,53,6
44,21,45,54,25
8,61,56,0,23
27,3,33,25,42
26,14,54,23,20
14,24,3,59,66
9,65,19,20,60
65,31,52,48,10
0,31,13,39,20
43,31,38,4,62
4,1,15,22,29
28,5,63,52,56
5,44,48,14,28
61,38,14,13,19
58,52,16,8,66
6,17,7,61,37
50,61,60,26,22
21,61,46,29,7
30,43,32,33,57
47,59,51,60,34
67,48,18,59,20
52,6,2,5,29
52,53,42,24,50
38,37,7,25,58
64,2,50,13,43
65,63,59,7,49
33,17,31,5,62
22,40,0,44,55
16,7,68,20,19
58,43,38,11,40
33,9,35,48,23
64,52,50,31,53
15,56,30,66,2
51,59,9,60,57
63,0,29,58,30
52,38,68,54,11
47,56,10,40,46
8,48,21,36,51
18,8,31,68,49
27,15,47,20,30
65,37,32,59,6
25,17,51,11,12
67,22,54,1,45
28,13,36,24,55
26,16,7,46,3
63,6,50,5,54
7,43,18,67,51
49,45,19,4,29
57,19,28,36,46
55,5,19,40,41
7,56,33,42,12
40,11,62,23,1
41,22,9,34,26
53,8,16,54,50
50,68,48,60,7
21,68,63,24,44
62,66,57,41,9
61,30,46,31,66
13,27,34,24,67
3,2,14,46,55
9,1,47,26,54
13,57,7,31,6
65,23,49,2,0
17,20,58,50,35
10,20,26,4,59
20,56,34,36,39
50,65,33,47,26
29,30,40,17,25
46,33,29,8,28
36,63,53,18,48
62,24,0,57,5
40,55,4,51,48
19,53,30,5,18
16,39,45,42,2
30,25,16,59,54
30,67,13,1,65
60,49,8,12,28
9,22,5,49,8
46,57,9,61,16
45,47,54,56,31
13,65,47,0,10
43,67,16,40,6
64,37,1,60,6
53,66,24,56,65
18,31,4,57,66
63,56,60,29,7
68,39,42,3,29
66,42,13,44,32
41,21,38,52,29
8,45,16,62,53
27,67,60,33,49
64,52,25,59,33
63,35,56,43,41
52,62,15,51,23
30,42,6,34,52
40,44,41,59,60
11,20,44,47,27
60,56,44,64,25
61,27,3,45,20
26,11,40,67,46
36,2,43,57,11
19,35,29,64,8
16,38,1,51,49
67,43,28,45,46
45,56,48,36,6
35,1,56,0,62
63,21,1,7,26
62,13,5,44,53
56,57,20,53,65
38,34,37,8,29
28,37,7,13,42
57,16,47,11,37
4,10,2,7,43
19,12,2,53,68
6,15,46,57,0
57,22,41,65,43
65,19,8,9,36
56,31,26,63,50
19,21,10,12,11
58,4,26,10,59
4,34,67,19,27
1,4,10,66,20
39,0,48,4,34
21,32,66,55,64
41,53,23,5,54
37,16,33,24,67
49,68,20,48,4
22,11,50,13,19
33,55,46,43,56
2,19,15,26,37
36,0,43,50,31
60,2,37,13,6
36,68,14,54,53
22,40,61,67,43
44,37,45,58,38
62,23,64,31,1
52,10,37,57,32
5,16,15,52,37
68,29,22,60,57
25,4,16,29,7
6,29,14,60,18
41,2,0,17,60
58,53,62,14,2
57,5,36,33,12
67,64,23,8,31
6,5,45,7,12
66,46,38,40,53
63,64,24,53,33
27,28,41,51,31
58,65,42,59,2
38,22,42,67,52
3,19,9,64,26
37,64,3,19,45
61,56,18,36,33
68,48,36,32,24
9,2,42,60,35
2,34,35,44,13
68,22,35,25,42
25,58,12,3,9
14,0,56,35,41
68,40,56,23,5
35,49,14,43,13
30,64,20,61,1
11,28,32,8,35
0,55,32,13,54
62,33,31,38,34
15,23,49,40,35
55,51,1,57,10
36,23,37,46,63
21,37,31,50,22
4,52,59,34,1
62,51,22,32,55
4,53,19,45,16
39,21,45,29,1
36,37,35,23,11
19,14,32,13,54
65,26,36,19,38
66,58,39,61,60
11,49,12,65,28
47,31,34,43,17
40,64,51,53,61
4,39,44,37,20
19,61,55,25,49
15,44,39,49,22
14,28,68,54,17
35,31,32,21,56
26,19,33,65,23
16,67,0,43,61
14,30,10,7,26
62,41,66,43,53
14,51,23,38,1
11,25,28,22,21
8,38,66,12,22
15,51,45,43,47
28,65,24,56,3
65,14,4,43,40
44,64,37,11,12
63,62,36,44,30
47,10,13,21,36
62,18,22,39,45
6,29,39,14,24
29,68,34,32,21
2,58,53,34,60
37,24,31,32,6
64,42,68,29,39
56,45,33,52,17
38,2,58,41,24
61,30,44,15,45
62,35,10,1,33
46,35,64,32,40
36,63,4,7,24
42,39,58,40,32
58,8,55,21,48
35,0,56,34,37
12,57,40,54,32
6,47,37,67,1
52,12,53,7,3
41,1,20,37,27
39,37,24,0,36
48,44,60,2,35
48,63,46,24,61
29,47,43,24,19
38,18,62,22,1
6,13,27,16,33
22,27,26,16,8
12,67,42,61,47
4,29,7,65,54
45,7,24,59,4
16,6,7,36,49
3,53,6,7,36
56,24,61,34,50
65,28,62,11,61
57,4,32,36,45
49,61,26,4,30
22,31,21,65,27
56,48,1,27,57
27,32,41,15,14
58,34,55,39,41
39,54,37,21,20
67,19,37,54,27
12,27,25,59,57
67,47,5,27,43
56,15,17,55,40
41,11,20,60,36
28,30,22,55,5
10,20,51,64,60
60,35,19,29,8
61,29,20,43,41
17,12,57,65,4
13,67,28,65,51
44,9,16,68,53
41,20,61,2,57
13,58,12,36,40
44,59,53,9,49
44,22,8,27,25
4,30,40,44,3
10,47,46,66,22
4,47,53,60,40
30,55,8,54,20
61,65,18,9,63
9,14,36,28,10
1,36,18,21,25
1,56,49,66,27
22,48,46,18,25
23,16,24,66,68
51,14,11,34,18
54,49,38,21,14
27,64,25,34,61
42,1,65,46,11
11,25,38,16,48
48,0,21,53,23
9,24,25,7,19
59,56,21,3,41
4,24,66,16,14
24,29,30,41,68
0,21,60,15,23
32,30,40,1,49
53,1,49,0,17
65,67,41,58,14
12,18,41,14,29
26,5,46,61,68
2,12,61,14,58
16,60,7,52,25
33,63,46,1,38
37,3,48,30,28
45,66,39,25,9
38,43,47,19,36
45,29,61,50,0
5,46,6,18,67
10,28,21,33,39
60,57,23,11,12
14,32,7,10,31
16,2,66,23,3
31,5,1,52,26
